date,protocol,tvl,fees,revenue,volume,dau,tx_count,core_utility,active_loans,assets_staked,circulating_supply,net_inflow,borrow_utilization,trading_utilization,capital_deployment,staking_flow,liquidity_metric
2025-02-26,aave_v3,19176001547.0,2763342.0,335065.0,,11345.0,35947.0,1029801066.181,1029801066.180694,,,0.0,0.0537,0.0,0.0,0.0,0.0537
2025-02-27,aave_v3,18096041252.0,1730366.0,226968.0,,9826.0,30482.0,1020303953.388,1020303953.38831,,,0.0,0.0564,0.0,0.0,0.0,0.0564
2025-02-28,aave_v3,18154244711.0,3717809.0,427520.0,,15585.0,49842.0,968897411.588,968897411.587929,,,0.0,0.0534,0.0,0.0,0.0,0.0534
2025-03-01,aave_v3,18112530526.0,1248066.0,180493.0,,7020.0,22714.0,959815761.479,959815761.479257,,,0.0,0.053,0.0,0.0,0.0,0.053
2025-03-02,aave_v3,18211125800.0,1275641.0,185393.0,,8900.0,29917.0,994287986.167,994287986.166952,,,0.0,0.0546,0.0,0.0,0.0,0.0546
2025-03-03,aave_v3,20000944989.0,1442757.0,200218.0,,10228.0,36716.0,971072247.901,971072247.901398,,,0.0,0.0486,0.0,0.0,0.0,0.0486
2025-03-04,aave_v3,18079760950.0,2183558.0,275567.0,,12127.0,40916.0,955004860.392,955004860.391853,,,0.0,0.0528,0.0,0.0,0.0,0.0528
2025-03-05,aave_v3,18213529061.0,1186312.0,173191.0,,7418.0,25567.0,964378008.423,964378008.422619,,,0.0,0.0529,0.0,0.0,0.0,0.0529
2025-03-06,aave_v3,18797388031.0,1193821.0,173735.0,,7719.0,26851.0,962993732.274,962993732.274152,,,0.0,0.0512,0.0,0.0,0.0,0.0512
2025-03-07,aave_v3,18150534273.0,1195353.0,174081.0,,8030.0,31499.0,972833930.874,972833930.874021,,,0.0,0.0536,0.0,0.0,0.0,0.0536
2025-03-08,aave_v3,18140654625.0,1157279.0,168488.0,,6263.0,24600.0,979918249.872,979918249.872275,,,0.0,0.054,0.0,0.0,0.0,0.054
2025-03-09,aave_v3,18273451828.0,1357231.0,192781.0,,9765.0,32690.0,958858053.72,958858053.72036,,,0.0,0.0525,0.0,0.0,0.0,0.0525
2025-03-10,aave_v3,17228419986.0,3523369.0,412390.0,,15510.0,50869.0,935533169.644,935533169.643774,,,0.0,0.0543,0.0,0.0,0.0,0.0543
2025-03-11,aave_v3,16577754767.0,2135808.0,267019.0,,12424.0,42420.0,921752755.765,921752755.764778,,,0.0,0.0556,0.0,0.0,0.0,0.0556
2025-03-12,aave_v3,17045972677.0,1151503.0,163470.0,,7851.0,28185.0,916243499.223,916243499.222522,,,0.0,0.0538,0.0,0.0,0.0,0.0538
2025-03-13,aave_v3,17173034713.0,1010239.0,148446.0,,7396.0,25770.0,910927250.536,910927250.536282,,,0.0,0.053,0.0,0.0,0.0,0.053
2025-03-14,aave_v3,16969163709.0,994739.0,145989.0,,7486.0,26754.0,912957860.867,912957860.867008,,,0.0,0.0538,0.0,0.0,0.0,0.0538
2025-03-15,aave_v3,17550596797.0,1002084.0,144418.0,,5825.0,20423.0,916546601.143,916546601.142714,,,0.0,0.0522,0.0,0.0,0.0,0.0522
2025-03-16,aave_v3,17726351501.0,1017688.0,152738.0,,5568.0,19482.0,911422284.124,911422284.123916,,,0.0,0.0514,0.0,0.0,0.0,0.0514
2025-03-17,aave_v3,17545451882.0,1016178.0,149547.0,,7191.0,24027.0,909774985.359,909774985.358906,,,0.0,0.0519,0.0,0.0,0.0,0.0519
2025-03-18,aave_v3,17694665467.0,1117813.0,165157.0,,7905.0,24445.0,907895976.319,907895976.318643,,,0.0,0.0513,0.0,0.0,0.0,0.0513
2025-03-19,aave_v3,17714439011.0,1112450.0,160213.0,,7317.0,25466.0,914106552.534,914106552.533888,,,0.0,0.0516,0.0,0.0,0.0,0.0516
2025-03-20,aave_v3,17761017284.0,946094.0,137609.0,,9616.0,32064.0,910420893.092,910420893.092424,,,0.0,0.0513,0.0,0.0,0.0,0.0513
2025-03-21,aave_v3,17378691795.0,964985.0,144871.0,,8151.0,30017.0,902987387.72,902987387.719765,,,0.0,0.052,0.0,0.0,0.0,0.052
2025-03-22,aave_v3,17572426004.0,985399.0,144218.0,,6406.0,23880.0,902032474.764,902032474.764092,,,0.0,0.0513,0.0,0.0,0.0,0.0513
2025-03-23,aave_v3,17863091316.0,987889.0,146747.0,,4779.0,18385.0,901220649.77,901220649.769624,,,0.0,0.0505,0.0,0.0,0.0,0.0505
2025-03-24,aave_v3,18396332041.0,978880.0,144735.0,,9557.0,36047.0,897576409.976,897576409.975829,,,0.0,0.0488,0.0,0.0,0.0,0.0488
2025-03-25,aave_v3,19038316010.0,1002778.0,146997.0,,10222.0,43858.0,893809979.594,893809979.594431,,,0.0,0.0469,0.0,0.0,0.0,0.0469
2025-03-26,aave_v3,19285847638.0,1000071.0,142756.0,,9722.0,33768.0,893310896.011,893310896.011338,,,0.0,0.0463,0.0,0.0,0.0,0.0463
2025-03-27,aave_v3,18848256157.0,1005729.0,142269.0,,11248.0,36795.0,894802045.341,894802045.340685,,,0.0,0.0475,0.0,0.0,0.0,0.0475
2025-03-28,aave_v3,19026534203.0,1132016.0,159184.0,,9050.0,30247.0,881967062.706,881967062.706276,,,0.0,0.0464,0.0,0.0,0.0,0.0464
2025-03-29,aave_v3,18239007924.0,1050416.0,148465.0,,8045.0,25749.0,877444838.231,877444838.230751,,,0.0,0.0481,0.0,0.0,0.0,0.0481
2025-03-30,aave_v3,17736343569.0,1016929.0,142966.0,,7071.0,23569.0,875597981.554,875597981.553837,,,0.0,0.0494,0.0,0.0,0.0,0.0494
2025-03-31,aave_v3,16765305462.0,992489.0,141337.0,,8822.0,29451.0,877659655.147,877659655.146554,,,0.0,0.0523,0.0,0.0,0.0,0.0523
2025-04-01,aave_v3,17184789140.0,982381.0,141360.0,,8570.0,31758.0,898143195.822,898143195.821844,,,0.0,0.0523,0.0,0.0,0.0,0.0523
2025-04-02,aave_v3,17809023476.0,1032689.0,146546.0,,7759.0,27039.0,890050517.947,890050517.946788,,,0.0,0.05,0.0,0.0,0.0,0.05
2025-04-03,aave_v3,17166657191.0,1044436.0,146915.0,,10703.0,36810.0,886803833.859,886803833.858622,,,0.0,0.0517,0.0,0.0,0.0,0.0517
2025-04-04,aave_v3,17452014594.0,912069.0,132141.0,,6589.0,24421.0,863569449.774,863569449.773751,,,0.0,0.0495,0.0,0.0,0.0,0.0495
2025-04-05,aave_v3,17571664216.0,892561.0,130142.0,,5219.0,21489.0,864643134.197,864643134.197244,,,0.0,0.0492,0.0,0.0,0.0,0.0492
2025-04-06,aave_v3,17661845734.0,3636182.0,405552.0,,13596.0,48732.0,835649609.126,835649609.125771,,,0.0,0.0473,0.0,0.0,0.0,0.0473
2025-04-07,aave_v3,16388323566.0,4235414.0,467398.0,,16895.0,59576.0,813246529.177,813246529.177001,,,0.0,0.0496,0.0,0.0,0.0,0.0496
2025-04-08,aave_v3,16671928550.0,898079.0,129515.0,,9191.0,36940.0,804742270.013,804742270.012768,,,0.0,0.0483,0.0,0.0,0.0,0.0483
2025-04-09,aave_v3,16356417268.0,1104076.0,152327.0,,10972.0,46754.0,809243637.64,809243637.639636,,,0.0,0.0495,0.0,0.0,0.0,0.0495
2025-04-10,aave_v3,17759283232.0,886015.0,125785.0,,9127.0,38191.0,804668364.626,804668364.626092,,,0.0,0.0453,0.0,0.0,0.0,0.0453
2025-04-11,aave_v3,16968402982.0,853358.0,120845.0,,6845.0,28870.0,809909356.576,809909356.576016,,,0.0,0.0477,0.0,0.0,0.0,0.0477
2025-04-12,aave_v3,17381040283.0,952668.0,132159.0,,6364.0,26753.0,822443920.334,822443920.334252,,,0.0,0.0473,0.0,0.0,0.0,0.0473
2025-04-13,aave_v3,17565723992.0,929313.0,132377.0,,5575.0,23991.0,821134162.492,821134162.49244,,,0.0,0.0467,0.0,0.0,0.0,0.0467
2025-04-14,aave_v3,17637376756.0,870959.0,123444.0,,6306.0,24403.0,819702625.053,819702625.052587,,,0.0,0.0465,0.0,0.0,0.0,0.0465
2025-04-15,aave_v3,17902368179.0,867057.0,124026.0,,6423.0,26083.0,822736295.324,822736295.323636,,,0.0,0.046,0.0,0.0,0.0,0.046
2025-04-16,aave_v3,17823115944.0,885774.0,124057.0,,6081.0,26338.0,818692876.154,818692876.15426,,,0.0,0.0459,0.0,0.0,0.0,0.0459
2025-04-17,aave_v3,17945015741.0,846838.0,119729.0,,5573.0,23312.0,818137773.564,818137773.563541,,,0.0,0.0456,0.0,0.0,0.0,0.0456
2025-04-18,aave_v3,17934112882.0,854482.0,120663.0,,5687.0,24560.0,816913488.605,816913488.604842,,,0.0,0.0456,0.0,0.0,0.0,0.0456
2025-04-19,aave_v3,17881431284.0,842972.0,118734.0,,4507.0,21304.0,819326732.451,819326732.45068,,,0.0,0.0458,0.0,0.0,0.0,0.0458
2025-04-20,aave_v3,18103028844.0,845417.0,120769.0,,4975.0,20984.0,820274974.065,820274974.06458,,,0.0,0.0453,0.0,0.0,0.0,0.0453
2025-04-21,aave_v3,17904909465.0,985853.0,134292.0,,6532.0,27827.0,825665790.152,825665790.15245,,,0.0,0.0461,0.0,0.0,0.0,0.0461
2025-04-22,aave_v3,17260832130.0,970454.0,134776.0,,10617.0,36648.0,841302360.321,841302360.321114,,,0.0,0.0487,0.0,0.0,0.0,0.0487
2025-04-23,aave_v3,18860523070.0,896403.0,128342.0,,8720.0,32273.0,845594064.998,845594064.997773,,,0.0,0.0448,0.0,0.0,0.0,0.0448
2025-04-24,aave_v3,19415743166.0,923704.0,131044.0,,7461.0,27233.0,855484410.473,855484410.472584,,,0.0,0.0441,0.0,0.0,0.0,0.0441
2025-04-25,aave_v3,19556473353.0,896822.0,128199.0,,8070.0,28660.0,864587775.311,864587775.31093,,,0.0,0.0442,0.0,0.0,0.0,0.0442
2025-04-26,aave_v3,19949623985.0,916823.0,130057.0,,5648.0,21978.0,869492413.864,869492413.863717,,,0.0,0.0436,0.0,0.0,0.0,0.0436
2025-04-27,aave_v3,19749515078.0,906985.0,129052.0,,5174.0,18247.0,869201577.442,869201577.441853,,,0.0,0.044,0.0,0.0,0.0,0.044
2025-04-28,aave_v3,19849753481.0,908046.0,129244.0,,5748.0,20108.0,875486607.023,875486607.023183,,,0.0,0.0441,0.0,0.0,0.0,0.0441
2025-04-29,aave_v3,19863643518.0,884848.0,126125.0,,6343.0,23062.0,879981421.952,879981421.952101,,,0.0,0.0443,0.0,0.0,0.0,0.0443
2025-04-30,aave_v3,19718184192.0,893104.0,126005.0,,6563.0,23580.0,881788668.401,881788668.400815,,,0.0,0.0447,0.0,0.0,0.0,0.0447
2025-05-01,aave_v3,19707810904.0,923483.0,131524.0,,7154.0,24933.0,889289623.197,889289623.197336,,,0.0,0.0451,0.0,0.0,0.0,0.0451
2025-05-02,aave_v3,20308654576.0,981015.0,137300.0,,6037.0,23465.0,888076469.116,888076469.116438,,,0.0,0.0437,0.0,0.0,0.0,0.0437
2025-05-03,aave_v3,20664079939.0,980562.0,138932.0,,5045.0,18902.0,886836756.579,886836756.579015,,,0.0,0.0429,0.0,0.0,0.0,0.0429
2025-05-04,aave_v3,20553155642.0,964167.0,137233.0,,5533.0,19443.0,883997122.955,883997122.955268,,,0.0,0.043,0.0,0.0,0.0,0.043
2025-05-05,aave_v3,20331937933.0,978789.0,139317.0,,6469.0,23567.0,877845338.809,877845338.809491,,,0.0,0.0432,0.0,0.0,0.0,0.0432
2025-05-06,aave_v3,20186728485.0,1004618.0,142400.0,,7146.0,26769.0,878362244.995,878362244.995475,,,0.0,0.0435,0.0,0.0,0.0,0.0435
2025-05-07,aave_v3,20412619365.0,1053841.0,146887.0,,6527.0,25016.0,879450195.816,879450195.816372,,,0.0,0.0431,0.0,0.0,0.0,0.0431
2025-05-08,aave_v3,19469722299.0,1127475.0,158496.0,,10130.0,39217.0,919941113.144,919941113.143942,,,0.0,0.0472,0.0,0.0,0.0,0.0472
2025-05-09,aave_v3,22194389503.0,1171721.0,164247.0,,10250.0,36235.0,934219615.896,934219615.896053,,,0.0,0.0421,0.0,0.0,0.0,0.0421
2025-05-10,aave_v3,23414836201.0,1199467.0,169835.0,,8308.0,30103.0,961323131.798,961323131.798027,,,0.0,0.0411,0.0,0.0,0.0,0.0411
2025-05-11,aave_v3,24869976555.0,1298113.0,179300.0,,7479.0,26299.0,983787822.3,983787822.299995,,,0.0,0.0396,0.0,0.0,0.0,0.0396
2025-05-12,aave_v3,24440142103.0,1294577.0,179362.0,,8236.0,28446.0,987382349.842,987382349.841853,,,0.0,0.0404,0.0,0.0,0.0,0.0404
2025-05-13,aave_v3,24007712960.0,1398352.0,193137.0,,8515.0,29912.0,1006894697.956,1006894697.956471,,,0.0,0.0419,0.0,0.0,0.0,0.0419
2025-05-14,aave_v3,25221579328.0,1519372.0,204308.0,,7810.0,28292.0,1021903836.811,1021903836.810512,,,0.0,0.0405,0.0,0.0,0.0,0.0405
2025-05-15,aave_v3,23927492096.0,1574323.0,211770.0,,7240.0,29172.0,1008626157.091,1008626157.091163,,,0.0,0.0422,0.0,0.0,0.0,0.0422
2025-05-16,aave_v3,23357854774.0,1351608.0,188984.0,,6824.0,26962.0,1024872317.885,1024872317.885236,,,0.0,0.0439,0.0,0.0,0.0,0.0439
2025-05-17,aave_v3,23633028441.0,1320704.0,186016.0,,5870.0,23405.0,1020271969.892,1020271969.891864,,,0.0,0.0432,0.0,0.0,0.0,0.0432
2025-05-18,aave_v3,23412732902.0,1562852.0,212089.0,,6392.0,26931.0,1031409333.081,1031409333.080683,,,0.0,0.0441,0.0,0.0,0.0,0.0441
2025-05-19,aave_v3,23964618355.0,1354688.0,190092.0,,7067.0,29942.0,1033745579.188,1033745579.188495,,,0.0,0.0431,0.0,0.0,0.0,0.0431
2025-05-20,aave_v3,24177271191.0,1375740.0,193569.0,,7351.0,30875.0,1034414891.621,1034414891.621015,,,0.0,0.0428,0.0,0.0,0.0,0.0428
2025-05-21,aave_v3,24371482535.0,1427327.0,199971.0,,8028.0,30761.0,1044288874.497,1044288874.496697,,,0.0,0.0428,0.0,0.0,0.0,0.0428
2025-05-22,aave_v3,24690813402.0,1405656.0,197953.0,,9698.0,33087.0,1057985045.469,1057985045.46876,,,0.0,0.0428,0.0,0.0,0.0,0.0428
2025-05-23,aave_v3,25563167074.0,1420100.0,198273.0,,8489.0,31664.0,1045895424.648,1045895424.648017,,,0.0,0.0409,0.0,0.0,0.0,0.0409
2025-05-24,aave_v3,24664415186.0,1403620.0,194373.0,,6295.0,24698.0,1051171886.496,1051171886.495836,,,0.0,0.0426,0.0,0.0,0.0,0.0426
2025-05-25,aave_v3,24699278547.0,1390562.0,193898.0,,6223.0,24845.0,1048798540.783,1048798540.783302,,,0.0,0.0425,0.0,0.0,0.0,0.0425
2025-05-26,aave_v3,24809307201.0,1357442.0,189963.0,,7090.0,27388.0,1052655676.355,1052655676.354609,,,0.0,0.0424,0.0,0.0,0.0,0.0424
2025-05-27,aave_v3,25010911052.0,1447640.0,200646.0,,7534.0,31102.0,1057868668.529,1057868668.528583,,,0.0,0.0423,0.0,0.0,0.0,0.0423
2025-05-28,aave_v3,25425673202.0,1464958.0,205646.0,,6705.0,26989.0,1024859165.889,1024859165.889335,,,0.0,0.0403,0.0,0.0,0.0,0.0403
2025-05-29,aave_v3,25342785187.0,1477830.0,205723.0,,7963.0,30265.0,1023498058.419,1023498058.418854,,,0.0,0.0404,0.0,0.0,0.0,0.0404
2025-05-30,aave_v3,24891124980.0,1470914.0,205216.0,,7817.0,29421.0,1025124376.118,1025124376.117856,,,0.0,0.0412,0.0,0.0,0.0,0.0412
2025-05-31,aave_v3,24297057077.0,1462853.0,205303.0,,6975.0,26597.0,1020374794.523,1020374794.5226,,,0.0,0.042,0.0,0.0,0.0,0.042
2025-06-01,aave_v3,24456673573.0,1487981.0,210081.0,,6579.0,24843.0,1003466478.657,1003466478.657195,,,0.0,0.041,0.0,0.0,0.0,0.041
2025-06-02,aave_v3,24732088749.0,1517303.0,213864.0,,6515.0,25326.0,1015421328.354,1015421328.353554,,,0.0,0.0411,0.0,0.0,0.0,0.0411
2025-06-03,aave_v3,25143342703.0,1527275.0,214356.0,,7080.0,27918.0,1024485829.336,1024485829.336066,,,0.0,0.0407,0.0,0.0,0.0,0.0407
2025-06-04,aave_v3,25142997101.0,1553733.0,216021.0,,6914.0,27795.0,1019424167.865,1019424167.865411,,,0.0,0.0405,0.0,0.0,0.0,0.0405
2025-06-05,aave_v3,25198721875.0,2183202.0,284202.0,,8873.0,34355.0,1004495908.397,1004495908.39669,,,0.0,0.0399,0.0,0.0,0.0,0.0399
2025-06-06,aave_v3,23919790719.0,1527287.0,213816.0,,7448.0,30301.0,1004443495.418,1004443495.4182,,,0.0,0.042,0.0,0.0,0.0,0.042
2025-06-07,aave_v3,24517070639.0,1537424.0,214710.0,,5906.0,24296.0,1010500638.396,1010500638.396424,,,0.0,0.0412,0.0,0.0,0.0,0.0412
2025-06-08,aave_v3,24916618294.0,1560021.0,221608.0,,5362.0,21536.0,1012177987.419,1012177987.419363,,,0.0,0.0406,0.0,0.0,0.0,0.0406
2025-06-09,aave_v3,24839514919.0,1932266.0,261359.0,,7364.0,31167.0,1028203352.904,1028203352.903967,,,0.0,0.0414,0.0,0.0,0.0,0.0414
2025-06-10,aave_v3,25482160661.0,1606553.0,227632.0,,9199.0,36254.0,1041994715.221,1041994715.220771,,,0.0,0.0409,0.0,0.0,0.0,0.0409
2025-06-11,aave_v3,26443234139.0,1657913.0,234906.0,,8634.0,32777.0,1042834596.782,1042834596.78213,,,0.0,0.0394,0.0,0.0,0.0,0.0394
2025-06-12,aave_v3,26277679531.0,1637257.0,233291.0,,7403.0,32466.0,1033427299.988,1033427299.988064,,,0.0,0.0393,0.0,0.0,0.0,0.0393
2025-06-13,aave_v3,25247853720.0,1803596.0,247324.0,,8983.0,37171.0,1015490483.897,1015490483.897171,,,0.0,0.0402,0.0,0.0,0.0,0.0402
2025-06-14,aave_v3,25094925538.0,1573530.0,222532.0,,5327.0,23003.0,1001863112.194,1001863112.194155,,,0.0,0.0399,0.0,0.0,0.0,0.0399
2025-06-15,aave_v3,24865223587.0,1600000.0,220817.0,,5105.0,21377.0,1004464611.423,1004464611.4232,,,0.0,0.0404,0.0,0.0,0.0,0.0404
2025-06-16,aave_v3,24902018303.0,1597782.0,228823.0,,6969.0,27386.0,1010113842.616,1010113842.615528,,,0.0,0.0406,0.0,0.0,0.0,0.0406
2025-06-17,aave_v3,26187332818.0,1534323.0,218758.0,,7792.0,31344.0,1005108724.391,1005108724.390849,,,0.0,0.0384,0.0,0.0,0.0,0.0384
2025-06-18,aave_v3,25558798942.0,1508602.0,213508.0,,6832.0,26941.0,1012912940.103,1012912940.10285,,,0.0,0.0396,0.0,0.0,0.0,0.0396
2025-06-19,aave_v3,25585868093.0,1486995.0,212822.0,,5921.0,21838.0,1008975882.167,1008975882.166812,,,0.0,0.0394,0.0,0.0,0.0,0.0394
2025-06-20,aave_v3,25523865851.0,1553487.0,217216.0,,7298.0,27442.0,994002950.114,994002950.114202,,,0.0,0.0389,0.0,0.0,0.0,0.0389
2025-06-21,aave_v3,24557387218.0,1754306.0,237821.0,,7429.0,26694.0,987391338.006,987391338.006012,,,0.0,0.0402,0.0,0.0,0.0,0.0402
2025-06-22,aave_v3,23766792946.0,1883720.0,252872.0,,10515.0,34422.0,964713969.131,964713969.131071,,,0.0,0.0406,0.0,0.0,0.0,0.0406
2025-06-23,aave_v3,22794325471.0,1642733.0,227989.0,,7630.0,25276.0,978295156.184,978295156.184294,,,0.0,0.0429,0.0,0.0,0.0,0.0429
2025-06-24,aave_v3,24428814003.0,1497575.0,213209.0,,7013.0,21881.0,981725476.377,981725476.376831,,,0.0,0.0402,0.0,0.0,0.0,0.0402
2025-06-25,aave_v3,24763903720.0,1484916.0,208152.0,,6316.0,19895.0,981437527.109,981437527.108673,,,0.0,0.0396,0.0,0.0,0.0,0.0396
2025-06-26,aave_v3,24965731440.0,1475996.0,207727.0,,6522.0,20175.0,1001616395.305,1001616395.304599,,,0.0,0.0401,0.0,0.0,0.0,0.0401
2025-06-27,aave_v3,24438012058.0,1429186.0,199016.0,,6173.0,19691.0,1004230914.754,1004230914.753956,,,0.0,0.0411,0.0,0.0,0.0,0.0411
2025-06-28,aave_v3,24714201572.0,1428108.0,199447.0,,4984.0,16475.0,1011035294.493,1011035294.492665,,,0.0,0.0409,0.0,0.0,0.0,0.0409
2025-06-29,aave_v3,24893654071.0,1456370.0,204432.0,,5720.0,18799.0,1014731035.336,1014731035.336189,,,0.0,0.0408,0.0,0.0,0.0,0.0408
2025-06-30,aave_v3,25439482815.0,1435235.0,200796.0,,7011.0,22419.0,1024543216.271,1024543216.270918,,,0.0,0.0403,0.0,0.0,0.0,0.0403
2025-07-01,aave_v3,24999167419.0,1462946.0,203327.0,,7471.0,22076.0,1017319332.395,1017319332.394995,,,0.0,0.0407,0.0,0.0,0.0,0.0407
2025-07-02,aave_v3,24449917753.0,1520587.0,208870.0,,7323.0,24156.0,1030714275.543,1030714275.54272,,,0.0,0.0422,0.0,0.0,0.0,0.0422
2025-07-03,aave_v3,25646239195.0,1564102.0,217026.0,,7332.0,23132.0,1037638415.794,1037638415.793971,,,0.0,0.0405,0.0,0.0,0.0,0.0405
2025-07-04,aave_v3,26111360218.0,1580365.0,223174.0,,6133.0,26720.0,1039168821.051,1039168821.051106,,,0.0,0.0398,0.0,0.0,0.0,0.0398
2025-07-05,aave_v3,25532719158.0,1594720.0,220509.0,,5264.0,17721.0,1041150337.231,1041150337.231433,,,0.0,0.0408,0.0,0.0,0.0,0.0408
2025-07-06,aave_v3,25846054599.0,1633451.0,227796.0,,5468.0,17425.0,1059863035.204,1059863035.204245,,,0.0,0.041,0.0,0.0,0.0,0.041
2025-07-07,aave_v3,26237645497.0,1636883.0,227044.0,,6260.0,25183.0,1059344760.936,1059344760.935674,,,0.0,0.0404,0.0,0.0,0.0,0.0404
2025-07-08,aave_v3,25980408881.0,1671142.0,240572.0,,6489.0,23039.0,1066838177.218,1066838177.218126,,,0.0,0.0411,0.0,0.0,0.0,0.0411
2025-07-09,aave_v3,26491627553.0,1693473.0,240123.0,,7883.0,26744.0,1078182283.087,1078182283.087069,,,0.0,0.0407,0.0,0.0,0.0,0.0407
2025-07-10,aave_v3,27723164747.0,1798462.0,255040.0,,10226.0,37676.0,1079720116.455,1079720116.455432,,,0.0,0.0389,0.0,0.0,0.0,0.0389
2025-07-11,aave_v3,28723030325.0,1884151.0,264101.0,,10781.0,34304.0,1101820518.802,1101820518.801806,,,0.0,0.0384,0.0,0.0,0.0,0.0384
2025-07-12,aave_v3,28752272546.0,1886157.0,259255.0,,6893.0,21964.0,1103430057.634,1103430057.633632,,,0.0,0.0384,0.0,0.0,0.0,0.0384
2025-07-13,aave_v3,28771281889.0,1878370.0,259550.0,,6934.0,21394.0,1107120138.359,1107120138.358816,,,0.0,0.0385,0.0,0.0,0.0,0.0385
2025-07-14,aave_v3,29274808068.0,2124505.0,296535.0,,10088.0,30572.0,1105985362.91,1105985362.910478,,,0.0,0.0378,0.0,0.0,0.0,0.0378
2025-07-15,aave_v3,29652031272.0,2314710.0,329953.0,,9030.0,29232.0,1107236029.985,1107236029.984787,,,0.0,0.0373,0.0,0.0,0.0,0.0373
2025-07-16,aave_v3,30277202548.0,2800474.0,391394.0,,11659.0,39275.0,1131860880.235,1131860880.235328,,,0.0,0.0374,0.0,0.0,0.0,0.0374
2025-07-17,aave_v3,30296252231.0,2647317.0,369108.0,,11051.0,35905.0,1145006660.089,1145006660.088665,,,0.0,0.0378,0.0,0.0,0.0,0.0378
2025-07-18,aave_v3,30872662372.0,2773417.0,405215.0,,12059.0,41081.0,1142360992.975,1142360992.975096,,,0.0,0.037,0.0,0.0,0.0,0.037
2025-07-19,aave_v3,31695417714.0,2044138.0,284531.0,,7305.0,22989.0,1148635480.205,1148635480.204858,,,0.0,0.0362,0.0,0.0,0.0,0.0362
2025-07-20,aave_v3,32164985067.0,2448000.0,352786.0,,9868.0,31308.0,1163197127.749,1163197127.749485,,,0.0,0.0362,0.0,0.0,0.0,0.0362
2025-07-21,aave_v3,33448022753.0,2931911.0,418167.0,,10310.0,33526.0,1165907085.997,1165907085.996572,,,0.0,0.0349,0.0,0.0,0.0,0.0349
2025-07-22,aave_v3,33359268380.0,2986400.0,428898.0,,9550.0,34958.0,1140549891.405,1140549891.40466,,,0.0,0.0342,0.0,0.0,0.0,0.0342
2025-07-23,aave_v3,33264342032.0,2469752.0,351306.0,,9578.0,30592.0,1131680644.122,1131680644.122442,,,0.0,0.034,0.0,0.0,0.0,0.034
2025-07-24,aave_v3,32838906204.0,2197234.0,303468.0,,9732.0,39976.0,1137873267.08,1137873267.080163,,,0.0,0.0347,0.0,0.0,0.0,0.0347
2025-07-25,aave_v3,32802454678.0,2164996.0,310494.0,,10044.0,43855.0,1141324181.858,1141324181.857576,,,0.0,0.0348,0.0,0.0,0.0,0.0348
2025-07-26,aave_v3,33367171266.0,2166887.0,299525.0,,7368.0,25994.0,1143633548.59,1143633548.589811,,,0.0,0.0343,0.0,0.0,0.0,0.0343
2025-07-27,aave_v3,33580094835.0,2234794.0,321365.0,,7956.0,29787.0,1156279215.892,1156279215.892064,,,0.0,0.0344,0.0,0.0,0.0,0.0344
2025-07-28,aave_v3,35020961273.0,2276878.0,319095.0,,9732.0,31965.0,1148402849.065,1148402849.064688,,,0.0,0.0328,0.0,0.0,0.0,0.0328
2025-07-29,aave_v3,34062046643.0,2383258.0,325223.0,,8625.0,30723.0,1153726511.55,1153726511.549671,,,0.0,0.0339,0.0,0.0,0.0,0.0339
2025-07-30,aave_v3,34049405095.0,2376961.0,329727.0,,9415.0,39275.0,1160253607.003,1160253607.00343,,,0.0,0.0341,0.0,0.0,0.0,0.0341
2025-07-31,aave_v3,34288229867.0,2498129.0,348384.0,,9667.0,36022.0,1150319958.368,1150319958.367941,,,0.0,0.0335,0.0,0.0,0.0,0.0335
2025-08-01,aave_v3,33904601662.0,2850772.0,392238.0,,10931.0,37795.0,1132485533.739,1132485533.739054,,,0.0,0.0334,0.0,0.0,0.0,0.0334
2025-08-02,aave_v3,32358866694.0,2469751.0,360311.0,,8484.0,30656.0,1127165303.379,1127165303.378614,,,0.0,0.0348,0.0,0.0,0.0,0.0348
2025-08-03,aave_v3,31923378582.0,2573800.0,359715.0,,7325.0,31034.0,1134626384.557,1134626384.556754,,,0.0,0.0355,0.0,0.0,0.0,0.0355
2025-08-04,aave_v3,32814012910.0,2520652.0,352632.0,,8112.0,32651.0,1138679109.534,1138679109.534005,,,0.0,0.0347,0.0,0.0,0.0,0.0347
2025-08-05,aave_v3,34389087292.0,2428029.0,349798.0,,8343.0,31615.0,1133013561.563,1133013561.563322,,,0.0,0.0329,0.0,0.0,0.0,0.0329
2025-08-06,aave_v3,34415615564.0,2564021.0,371311.0,,8622.0,31157.0,1135696585.474,1135696585.474398,,,0.0,0.033,0.0,0.0,0.0,0.033
2025-08-07,aave_v3,34939817881.0,2601699.0,374343.0,,10567.0,38762.0,1136708871.077,1136708871.076958,,,0.0,0.0325,0.0,0.0,0.0,0.0325
2025-08-08,aave_v3,36984734718.0,2724349.0,383407.0,,11392.0,38609.0,1136908288.417,1136908288.416519,,,0.0,0.0307,0.0,0.0,0.0,0.0307
2025-08-09,aave_v3,37274228310.0,2749138.0,394718.0,,11675.0,50566.0,1126584878.191,1126584878.1911,,,0.0,0.0302,0.0,0.0,0.0,0.0302
2025-08-10,aave_v3,38523241627.0,2839805.0,392458.0,,8816.0,32934.0,1129965587.8,1129965587.799639,,,0.0,0.0293,0.0,0.0,0.0,0.0293
